date,co,no,no2,o3,so2,pm2_5,pm10,nh3
9/3/2021,1361.9 µmole,10.5 µmole,68.6 µmole,7.9 µmole,76.3 µmole,62.1 µmole,74.2 µmole,9.5 µmole
9/3/2021,2109.5 µmole,38.9 µmole,69.2 µmole,1.3 µmole,78.2 µmole,86.3 µmole,107.5 µmole,14.8 µmole
9/3/2021,2857.2 µmole,75.1 µmole,67.9 µmole,0.3 µmole,83.9 µmole,110.0 µmole,139.8 µmole,21.3 µmole
9/3/2021,3524.8 µmole,100.1 µmole,69.9 µmole,0.0 µmole,95.4 µmole,139.3 µmole,178.9 µmole,28.9 µmole
9/3/2021,3791.8 µmole,98.4 µmole,65.8 µmole,0.0 µmole,91.6 µmole,164.2 µmole,210.8 µmole,28.1 µmole
9/3/2021,3685.0 µmole,83.2 µmole,60.3 µmole,0.0 µmole,79.2 µmole,172.5 µmole,219.1 µmole,23.3 µmole
9/3/2021,3284.5 µmole,59.9 µmole,55.5 µmole,0.0 µmole,65.8 µmole,158.1 µmole,199.5 µmole,19.0 µmole
9/3/2021,3044.1 µmole,48.3 µmole,52.1 µmole,0.0 µmole,59.1 µmole,150.6 µmole,190.7 µmole,17.2 µmole
9/3/2021,2777.1 µmole,43.8 µmole,48.7 µmole,0.0 µmole,52.9 µmole,137.4 µmole,172.8 µmole,13.6 µmole
9/3/2021,2269.8 µmole,34.0 µmole,45.2 µmole,0.0 µmole,44.4 µmole,109.4 µmole,135.0 µmole,8.5 µmole
9/3/2021,1762.4 µmole,20.8 µmole,40.8 µmole,0.0 µmole,37.2 µmole,84.9 µmole,102.9 µmole,6.2 µmole
9/3/2021,1428.6 µmole,12.5 µmole,37.4 µmole,0.0 µmole,34.3 µmole,71.4 µmole,84.1 µmole,5.6 µmole
9/3/2021,1255.0 µmole,9.2 µmole,35.0 µmole,0.0 µmole,34.8 µmole,67.4 µmole,77.5 µmole,5.4 µmole
9/3/2021,1174.9 µmole,8.2 µmole,32.9 µmole,0.1 µmole,34.3 µmole,66.1 µmole,74.8 µmole,5.3 µmole
9/4/2021,1081.5 µmole,8.2 µmole,29.8 µmole,0.1 µmole,32.4 µmole,61.6 µmole,69.3 µmole,5.5 µmole
9/4/2021,1054.8 µmole,10.3 µmole,27.1 µmole,0.1 µmole,33.4 µmole,56.0 µmole,65.0 µmole,7.2 µmole
9/4/2021,1215.0 µmole,18.3 µmole,25.7 µmole,0.5 µmole,38.6 µmole,58.9 µmole,72.3 µmole,9.9 µmole
9/4/2021,1348.5 µmole,27.1 µmole,26.4 µmole,2.5 µmole,47.7 µmole,61.9 µmole,77.3 µmole,11.4 µmole
9/4/2021,1268.4 µmole,23.5 µmole,31.2 µmole,5.8 µmole,53.9 µmole,59.0 µmole,72.0 µmole,9.9 µmole
9/4/2021,1188.3 µmole,15.4 µmole,40.1 µmole,8.5 µmole,58.2 µmole,59.4 µmole,70.8 µmole,9.1 µmole
9/4/2021,1134.9 µmole,7.1 µmole,51.4 µmole,8.3 µmole,64.9 µmole,62.1 µmole,72.5 µmole,9.1 µmole
9/4/2021,1068.1 µmole,0.6 µmole,54.8 µmole,10.5 µmole,61.0 µmole,62.5 µmole,71.8 µmole,8.5 µmole
9/4/2021,1121.5 µmole,0.5 µmole,56.9 µmole,13.1 µmole,62.0 µmole,65.4 µmole,75.1 µmole,8.6 µmole
9/4/2021,1215.0 µmole,1.4 µmole,66.5 µmole,11.2 µmole,72.5 µmole,72.1 µmole,82.9 µmole,9.3 µmole
9/4/2021,1335.1 µmole,4.8 µmole,72.0 µmole,8.9 µmole,80.1 µmole,80.1 µmole,92.4 µmole,10.1 µmole
9/4/2021,1401.9 µmole,4.3 µmole,72.7 µmole,11.6 µmole,71.5 µmole,81.7 µmole,95.0 µmole,10.1 µmole
9/4/2021,1401.9 µmole,2.1 µmole,69.9 µmole,19.3 µmole,57.7 µmole,76.3 µmole,89.2 µmole,9.8 µmole
9/4/2021,2777.1 µmole,38.9 µmole,83.6 µmole,1.5 µmole,54.8 µmole,125.3 µmole,161.2 µmole,20.3 µmole
9/4/2021,4646.3 µmole,99.2 µmole,74.7 µmole,0.0 µmole,62.9 µmole,217.6 µmole,290.3 µmole,31.7 µmole
9/4/2021,5767.8 µmole,125.2 µmole,67.9 µmole,0.0 µmole,69.6 µmole,286.4 µmole,387.9 µmole,39.0 µmole
9/4/2021,6675.7 µmole,146.6 µmole,60.3 µmole,0.0 µmole,74.4 µmole,355.1 µmole,478.1 µmole,44.1 µmole
9/4/2021,7370.0 µmole,164.5 µmole,49.4 µmole,0.0 µmole,67.7 µmole,411.5 µmole,545.6 µmole,37.5 µmole
9/4/2021,6942.8 µmole,157.4 µmole,40.4 µmole,0.0 µmole,49.1 µmole,391.6 µmole,509.9 µmole,22.6 µmole
9/4/2021,4486.1 µmole,93.0 µmole,39.1 µmole,0.0 µmole,29.1 µmole,236.6 µmole,304.6 µmole,10.5 µmole
9/4/2021,2990.7 µmole,51.4 µmole,36.3 µmole,0.0 µmole,21.9 µmole,151.5 µmole,193.9 µmole,7.9 µmole
9/4/2021,2216.3 µmole,30.4 µmole,33.2 µmole,0.0 µmole,20.0 µmole,112.5 µmole,143.3 µmole,6.9 µmole
9/4/2021,1895.9 µmole,21.7 µmole,29.8 µmole,0.0 µmole,20.0 µmole,100.3 µmole,128.0 µmole,6.8 µmole
9/4/2021,1922.6 µmole,23.9 µmole,24.0 µmole,0.0 µmole,22.7 µmole,108.5 µmole,138.3 µmole,8.2 µmole
9/5/2021,2109.5 µmole,30.4 µmole,20.4 µmole,0.0 µmole,27.7 µmole,122.7 µmole,150.4 µmole,11.7 µmole
9/5/2021,2697.0 µmole,48.3 µmole,20.4 µmole,0.0 µmole,39.1 µmole,155.1 µmole,190.0 µmole,18.8 µmole
9/5/2021,4058.8 µmole,93.0 µmole,23.0 µmole,0.4 µmole,52.0 µmole,222.8 µmole,281.5 µmole,25.1 µmole
9/5/2021,5020.1 µmole,128.8 µmole,33.9 µmole,2.0 µmole,56.7 µmole,261.3 µmole,330.2 µmole,23.3 µmole
9/5/2021,1562.1 µmole,15.2 µmole,48.7 µmole,42.6 µmole,60.1 µmole,88.1 µmole,104.7 µmole,11.0 µmole
9/5/2021,1308.4 µmole,7.4 µmole,41.1 µmole,84.4 µmole,56.3 µmole,75.8 µmole,89.1 µmole,10.3 µmole
9/5/2021,1241.7 µmole,4.6 µmole,38.0 µmole,137.3 µmole,60.6 µmole,90.1 µmole,103.0 µmole,9.9 µmole
9/5/2021,1094.8 µmole,2.4 µmole,28.8 µmole,188.8 µmole,53.9 µmole,100.1 µmole,112.0 µmole,8.4 µmole
9/5/2021,1068.1 µmole,1.6 µmole,26.1 µmole,220.3 µmole,52.0 µmole,109.6 µmole,121.4 µmole,7.8 µmole
9/5/2021,1161.6 µmole,1.4 µmole,31.5 µmole,243.2 µmole,62.0 µmole,129.3 µmole,142.3 µmole,8.4 µmole
9/5/2021,1281.7 µmole,1.4 µmole,39.1 µmole,243.2 µmole,71.5 µmole,144.1 µmole,158.8 µmole,9.0 µmole
9/5/2021,1455.3 µmole,1.3 µmole,52.1 µmole,226.0 µmole,81.1 µmole,156.9 µmole,173.7 µmole,10.1 µmole
9/5/2021,1682.3 µmole,0.8 µmole,71.3 µmole,197.4 µmole,94.4 µmole,172.1 µmole,191.6 µmole,11.5 µmole
9/5/2021,3418.0 µmole,0.6 µmole,154.9 µmole,68.7 µmole,103.0 µmole,271.5 µmole,317.1 µmole,24.8 µmole
9/5/2021,5821.2 µmole,26.2 µmole,197.4 µmole,0.1 µmole,107.8 µmole,425.9 µmole,513.4 µmole,40.5 µmole
9/5/2021,7156.4 µmole,57.2 µmole,175.5 µmole,0.0 µmole,105.9 µmole,514.4 µmole,629.0 µmole,47.6 µmole
9/5/2021,7370.0 µmole,70.6 µmole,146.7 µmole,0.0 µmole,94.4 µmole,527.2 µmole,646.4 µmole,46.1 µmole
9/5/2021,7156.4 µmole,75.1 µmole,115.2 µmole,0.0 µmole,69.6 µmole,501.1 µmole,611.9 µmole,30.2 µmole
9/5/2021,6195.1 µmole,67.1 µmole,87.7 µmole,0.0 µmole,44.8 µmole,410.7 µmole,498.2 µmole,15.0 µmole
9/5/2021,3391.3 µmole,20.3 µmole,70.6 µmole,0.0 µmole,27.4 µmole,207.9 µmole,251.2 µmole,8.0 µmole
9/5/2021,2643.6 µmole,14.8 µmole,52.8 µmole,0.0 µmole,26.5 µmole,150.9 µmole,187.7 µmole,9.4 µmole
9/5/2021,2430.0 µmole,17.0 µmole,39.8 µmole,0.0 µmole,29.1 µmole,138.1 µmole,175.8 µmole,11.4 µmole
9/5/2021,2590.2 µmole,25.3 µmole,30.9 µmole,0.0 µmole,34.3 µmole,150.8 µmole,196.0 µmole,14.3 µmole
9/5/2021,2883.9 µmole,38.0 µmole,22.6 µmole,0.0 µmole,38.2 µmole,174.5 µmole,228.0 µmole,16.0 µmole
9/6/2021,3177.6 µmole,51.9 µmole,17.8 µmole,0.0 µmole,41.5 µmole,194.8 µmole,252.1 µmole,18.0 µmole
9/6/2021,4005.4 µmole,79.6 µmole,16.8 µmole,0.0 µmole,50.6 µmole,239.4 µmole,306.5 µmole,24.3 µmole
9/6/2021,6248.5 µmole,152.0 µmole,20.2 µmole,0.2 µmole,67.7 µmole,348.2 µmole,447.9 µmole,32.2 µmole
9/6/2021,8544.9 µmole,239.6 µmole,31.5 µmole,0.5 µmole,76.3 µmole,444.9 µmole,575.3 µmole,33.4 µmole
9/6/2021,1695.6 µmole,26.6 µmole,71.3 µmole,14.5 µmole,107.8 µmole,90.6 µmole,112.0 µmole,12.9 µmole
9/6/2021,1335.1 µmole,18.6 µmole,72.0 µmole,22.9 µmole,114.4 µmole,75.7 µmole,91.7 µmole,11.5 µmole
9/6/2021,1255.0 µmole,15.9 µmole,74.0 µmole,29.0 µmole,118.3 µmole,73.3 µmole,88.0 µmole,11.3 µmole
9/6/2021,1161.6 µmole,11.6 µmole,69.2 µmole,40.8 µmole,106.8 µmole,69.4 µmole,82.3 µmole,10.8 µmole
9/6/2021,1121.5 µmole,9.6 µmole,71.3 µmole,53.6 µmole,106.8 µmole,70.2 µmole,82.3 µmole,10.3 µmole
9/6/2021,1161.6 µmole,11.2 µmole,85.7 µmole,55.8 µmole,131.6 µmole,80.6 µmole,93.4 µmole,9.9 µmole
9/6/2021,1268.4 µmole,16.1 µmole,104.2 µmole,52.2 µmole,165.9 µmole,99.0 µmole,113.7 µmole,10.1 µmole
9/6/2021,1495.4 µmole,21.7 µmole,122.0 µmole,45.1 µmole,190.7 µmole,120.5 µmole,138.2 µmole,11.4 µmole
9/6/2021,1735.7 µmole,23.0 µmole,142.6 µmole,27.5 µmole,202.2 µmole,140.3 µmole,161.5 µmole,12.7 µmole
9/6/2021,3898.6 µmole,93.0 µmole,146.7 µmole,1.8 µmole,183.1 µmole,242.2 µmole,298.6 µmole,31.9 µmole
9/6/2021,7049.6 µmole,196.7 µmole,116.5 µmole,0.0 µmole,150.7 µmole,405.3 µmole,517.1 µmole,47.1 µmole
9/6/2021,9079.0 µmole,239.6 µmole,96.0 µmole,0.0 µmole,118.3 µmole,523.3 µmole,672.4 µmole,44.1 µmole
9/6/2021,8865.4 µmole,196.7 µmole,87.7 µmole,0.0 µmole,88.7 µmole,516.4 µmole,667.3 µmole,35.5 µmole
9/6/2021,7797.2 µmole,143.1 µmole,77.5 µmole,0.0 µmole,67.7 µmole,458.6 µmole,596.5 µmole,26.1 µmole
9/6/2021,6301.9 µmole,102.8 µmole,63.8 µmole,0.0 µmole,48.2 µmole,369.5 µmole,479.4 µmole,15.7 µmole
9/6/2021,3044.1 µmole,24.8 µmole,61.0 µmole,0.0 µmole,30.3 µmole,183.4 µmole,235.5 µmole,10.1 µmole
9/6/2021,2162.9 µmole,7.4 µmole,55.5 µmole,0.4 µmole,26.5 µmole,147.9 µmole,187.9 µmole,8.2 µmole
9/6/2021,1789.1 µmole,2.2 µmole,48.0 µmole,2.6 µmole,25.0 µmole,149.8 µmole,184.8 µmole,7.3 µmole
9/6/2021,1548.8 µmole,0.6 µmole,39.1 µmole,7.3 µmole,26.5 µmole,151.0 µmole,178.7 µmole,6.8 µmole
9/6/2021,1348.5 µmole,0.2 µmole,32.6 µmole,13.6 µmole,28.6 µmole,141.1 µmole,160.9 µmole,6.0 µmole
9/7/2021,1228.3 µmole,0.1 µmole,30.2 µmole,19.0 µmole,32.0 µmole,147.6 µmole,162.5 µmole,5.6 µmole
9/7/2021,1215.0 µmole,0.9 µmole,37.4 µmole,12.2 µmole,49.6 µmole,166.7 µmole,178.3 µmole,5.9 µmole
9/7/2021,1495.4 µmole,12.7 µmole,42.8 µmole,1.5 µmole,70.6 µmole,160.8 µmole,174.9 µmole,8.1 µmole
9/7/2021,1735.7 µmole,29.5 µmole,44.6 µmole,1.5 µmole,94.4 µmole,144.0 µmole,159.6 µmole,9.1 µmole
9/7/2021,1642.2 µmole,29.5 µmole,56.9 µmole,0.9 µmole,120.2 µmole,115.3 µmole,129.5 µmole,7.5 µmole
9/7/2021,1508.7 µmole,25.9 µmole,65.8 µmole,2.0 µmole,145.0 µmole,89.7 µmole,102.3 µmole,6.6 µmole
9/7/2021,1401.9 µmole,21.7 µmole,64.4 µmole,3.5 µmole,148.8 µmole,70.4 µmole,81.1 µmole,6.0 µmole
9/7/2021,1321.8 µmole,15.7 µmole,60.3 µmole,4.5 µmole,131.6 µmole,53.3 µmole,61.7 µmole,5.2 µmole
9/7/2021,1295.1 µmole,12.5 µmole,59.0 µmole,3.3 µmole,119.2 µmole,45.9 µmole,53.0 µmole,4.9 µmole
9/7/2021,1308.4 µmole,9.7 µmole,56.9 µmole,1.5 µmole,109.7 µmole,43.3 µmole,49.8 µmole,4.9 µmole
9/7/2021,1321.8 µmole,6.8 µmole,58.3 µmole,1.9 µmole,102.0 µmole,43.1 µmole,50.7 µmole,5.6 µmole
9/7/2021,1375.2 µmole,7.9 µmole,63.8 µmole,1.9 µmole,107.8 µmole,47.5 µmole,57.0 µmole,6.7 µmole
9/7/2021,1442.0 µmole,10.4 µmole,69.2 µmole,1.2 µmole,114.4 µmole,51.9 µmole,62.9 µmole,7.6 µmole
9/7/2021,1535.4 µmole,11.3 µmole,69.2 µmole,0.4 µmole,108.7 µmole,57.1 µmole,70.8 µmole,9.5 µmole
9/7/2021,1655.6 µmole,10.8 µmole,61.0 µmole,0.2 µmole,88.7 µmole,64.3 µmole,83.2 µmole,11.9 µmole
9/7/2021,1682.3 µmole,10.8 µmole,54.2 µmole,0.2 µmole,76.3 µmole,67.5 µmole,90.3 µmole,12.4 µmole
9/7/2021,1548.8 µmole,9.3 µmole,47.3 µmole,0.3 µmole,64.9 µmole,60.9 µmole,84.0 µmole,11.3 µmole
9/7/2021,1375.2 µmole,6.7 µmole,43.2 µmole,0.6 µmole,56.7 µmole,52.1 µmole,73.5 µmole,10.1 µmole
9/7/2021,1188.3 µmole,4.0 µmole,41.1 µmole,1.6 µmole,51.0 µmole,42.9 µmole,60.6 µmole,8.4 µmole
9/7/2021,974.7 µmole,1.3 µmole,37.0 µmole,5.2 µmole,44.8 µmole,33.9 µmole,46.7 µmole,6.6 µmole
9/7/2021,854.5 µmole,0.4 µmole,31.5 µmole,10.7 µmole,40.5 µmole,29.8 µmole,39.8 µmole,6.2 µmole
9/7/2021,767.7 µmole,0.2 µmole,27.8 µmole,13.1 µmole,38.2 µmole,27.5 µmole,35.6 µmole,6.1 µmole
9/7/2021,727.7 µmole,0.3 µmole,27.8 µmole,11.0 µmole,39.6 µmole,27.5 µmole,34.9 µmole,6.1 µmole
9/7/2021,701.0 µmole,0.5 µmole,28.8 µmole,9.1 µmole,42.0 µmole,28.6 µmole,35.9 µmole,6.1 µmole
9/8/2021,687.6 µmole,0.5 µmole,29.8 µmole,9.2 µmole,43.9 µmole,29.4 µmole,36.5 µmole,6.1 µmole
9/8/2021,721.0 µmole,0.7 µmole,32.6 µmole,9.9 µmole,48.2 µmole,30.8 µmole,38.4 µmole,6.7 µmole
9/8/2021,781.1 µmole,3.2 µmole,35.3 µmole,10.6 µmole,53.4 µmole,31.5 µmole,40.7 µmole,7.9 µmole
9/8/2021,767.7 µmole,7.6 µmole,32.9 µmole,20.4 µmole,58.2 µmole,29.6 µmole,38.7 µmole,8.0 µmole
9/8/2021,680.9 µmole,7.2 µmole,29.8 µmole,38.3 µmole,58.7 µmole,28.0 µmole,35.0 µmole,7.0 µmole
9/8/2021,627.5 µmole,5.5 µmole,27.8 µmole,62.9 µmole,58.7 µmole,31.4 µmole,37.5 µmole,6.5 µmole
9/8/2021,587.5 µmole,4.1 µmole,25.7 µmole,91.6 µmole,57.7 µmole,38.5 µmole,43.7 µmole,5.9 µmole
9/8/2021,554.1 µmole,3.2 µmole,22.6 µmole,115.9 µmole,53.9 µmole,46.0 µmole,50.5 µmole,5.1 µmole
9/8/2021,554.1 µmole,3.0 µmole,22.6 µmole,127.3 µmole,53.9 µmole,49.8 µmole,54.1 µmole,4.6 µmole
9/8/2021,574.1 µmole,3.1 µmole,24.7 µmole,131.6 µmole,57.2 µmole,52.4 µmole,56.8 µmole,4.5 µmole
9/8/2021,654.2 µmole,3.5 µmole,35.0 µmole,121.6 µmole,70.6 µmole,55.9 µmole,61.3 µmole,5.2 µmole
9/8/2021,774.4 µmole,3.6 µmole,53.5 µmole,89.4 µmole,89.7 µmole,56.5 µmole,63.5 µmole,6.3 µmole
9/8/2021,907.9 µmole,1.9 µmole,69.2 µmole,50.8 µmole,98.2 µmole,52.9 µmole,61.3 µmole,7.3 µmole
9/8/2021,988.0 µmole,0.2 µmole,72.7 µmole,26.8 µmole,96.3 µmole,49.6 µmole,60.9 µmole,9.0 µmole
9/8/2021,1028.1 µmole,0.2 µmole,65.8 µmole,18.1 µmole,85.8 µmole,48.6 µmole,63.8 µmole,10.8 µmole
9/8/2021,1001.4 µmole,0.1 µmole,55.5 µmole,21.1 µmole,67.7 µmole,46.6 µmole,63.1 µmole,11.2 µmole
9/8/2021,921.3 µmole,0.0 µmole,43.9 µmole,30.8 µmole,52.5 µmole,43.4 µmole,59.0 µmole,10.4 µmole
9/8/2021,881.2 µmole,0.0 µmole,40.1 µmole,34.7 µmole,48.2 µmole,44.6 µmole,59.5 µmole,9.6 µmole
9/8/2021,814.4 µmole,0.0 µmole,38.7 µmole,31.5 µmole,47.2 µmole,41.8 µmole,54.6 µmole,7.9 µmole
9/8/2021,694.3 µmole,0.0 µmole,35.0 µmole,28.3 µmole,44.4 µmole,36.2 µmole,44.2 µmole,5.6 µmole
9/8/2021,634.2 µmole,0.0 µmole,31.2 µmole,25.0 µmole,42.9 µmole,35.6 µmole,41.3 µmole,4.4 µmole
9/8/2021,607.5 µmole,0.0 µmole,29.5 µmole,21.5 µmole,42.4 µmole,38.4 µmole,43.3 µmole,4.0 µmole
9/8/2021,614.2 µmole,0.1 µmole,29.8 µmole,17.7 µmole,44.4 µmole,42.4 µmole,47.0 µmole,3.8 µmole
9/8/2021,647.5 µmole,0.2 µmole,31.2 µmole,13.8 µmole,45.3 µmole,45.6 µmole,50.2 µmole,3.8 µmole
9/9/2021,694.3 µmole,0.6 µmole,33.2 µmole,9.5 µmole,46.3 µmole,48.6 µmole,53.5 µmole,4.1 µmole
9/9/2021,814.4 µmole,2.5 µmole,37.0 µmole,4.0 µmole,50.1 µmole,54.4 µmole,61.4 µmole,5.5 µmole
9/9/2021,1028.1 µmole,10.3 µmole,39.8 µmole,2.0 µmole,60.6 µmole,62.6 µmole,73.1 µmole,7.4 µmole
9/9/2021,1148.2 µmole,18.8 µmole,41.1 µmole,6.6 µmole,75.3 µmole,65.8 µmole,77.9 µmole,7.9 µmole
9/9/2021,1028.1 µmole,17.0 µmole,44.6 µmole,14.5 µmole,91.6 µmole,56.2 µmole,66.5 µmole,6.5 µmole
9/9/2021,948.0 µmole,13.0 µmole,49.4 µmole,20.7 µmole,101.1 µmole,48.6 µmole,57.9 µmole,6.5 µmole
9/9/2021,907.9 µmole,9.6 µmole,55.5 µmole,25.0 µmole,107.8 µmole,45.5 µmole,54.1 µmole,6.3 µmole
9/9/2021,807.8 µmole,5.3 µmole,52.8 µmole,38.6 µmole,94.4 µmole,38.2 µmole,45.0 µmole,5.4 µmole
9/9/2021,754.4 µmole,3.7 µmole,48.7 µmole,50.8 µmole,83.9 µmole,33.6 µmole,39.5 µmole,5.2 µmole
9/9/2021,741.0 µmole,3.5 µmole,48.7 µmole,54.4 µmole,83.0 µmole,31.4 µmole,37.2 µmole,5.4 µmole
9/9/2021,921.3 µmole,5.3 µmole,61.0 µmole,43.6 µmole,93.5 µmole,38.5 µmole,46.5 µmole,7.9 µmole
9/9/2021,1161.6 µmole,7.5 µmole,75.4 µmole,26.5 µmole,101.1 µmole,47.7 µmole,58.5 µmole,10.1 µmole
9/9/2021,1348.5 µmole,8.5 µmole,83.6 µmole,12.0 µmole,94.4 µmole,51.6 µmole,64.4 µmole,11.5 µmole
9/9/2021,1522.1 µmole,9.1 µmole,84.3 µmole,2.2 µmole,86.8 µmole,56.8 µmole,74.3 µmole,14.3 µmole
9/9/2021,1709.0 µmole,9.4 µmole,75.4 µmole,0.5 µmole,71.5 µmole,68.4 µmole,93.4 µmole,17.0 µmole
9/9/2021,1815.8 µmole,7.3 µmole,69.9 µmole,0.8 µmole,60.6 µmole,78.9 µmole,109.2 µmole,17.0 µmole
9/9/2021,1709.0 µmole,2.4 µmole,63.8 µmole,4.8 µmole,50.1 µmole,81.0 µmole,111.7 µmole,14.8 µmole
9/9/2021,1548.8 µmole,0.4 µmole,55.5 µmole,13.4 µmole,44.8 µmole,81.6 µmole,110.2 µmole,12.8 µmole
9/9/2021,1321.8 µmole,0.1 µmole,48.0 µmole,22.5 µmole,43.9 µmole,81.5 µmole,104.5 µmole,9.6 µmole
9/9/2021,1054.8 µmole,0.0 µmole,39.4 µmole,37.6 µmole,45.3 µmole,85.8 µmole,99.0 µmole,6.0 µmole
9/9/2021,934.6 µmole,0.0 µmole,33.2 µmole,45.4 µmole,48.2 µmole,94.6 µmole,102.3 µmole,4.4 µmole
9/9/2021,854.5 µmole,0.0 µmole,31.2 µmole,40.1 µmole,50.1 µmole,89.4 µmole,94.6 µmole,3.4 µmole
9/9/2021,814.4 µmole,0.0 µmole,34.3 µmole,27.5 µmole,53.9 µmole,74.6 µmole,78.8 µmole,2.9 µmole
9/9/2021,814.4 µmole,0.1 µmole,36.7 µmole,17.2 µmole,55.3 µmole,62.0 µmole,66.3 µmole,3.0 µmole
9/10/2021,841.1 µmole,0.6 µmole,37.4 µmole,10.1 µmole,54.4 µmole,55.0 µmole,59.6 µmole,3.6 µmole
9/10/2021,921.3 µmole,2.2 µmole,38.7 µmole,4.6 µmole,55.8 µmole,54.1 µmole,61.3 µmole,5.3 µmole
9/10/2021,1094.8 µmole,8.4 µmole,41.1 µmole,1.0 µmole,61.0 µmole,56.7 µmole,68.7 µmole,7.7 µmole
9/10/2021,1228.3 µmole,15.0 µmole,43.9 µmole,1.8 µmole,68.7 µmole,54.8 µmole,68.9 µmole,8.2 µmole
9/10/2021,1094.8 µmole,11.0 µmole,50.0 µmole,4.7 µmole,80.1 µmole,43.1 µmole,53.3 µmole,6.6 µmole
9/10/2021,1014.7 µmole,7.9 µmole,54.8 µmole,5.3 µmole,90.6 µmole,36.8 µmole,45.2 µmole,6.0 µmole
9/10/2021,934.6 µmole,5.6 µmole,59.6 µmole,3.7 µmole,99.2 µmole,31.5 µmole,38.9 µmole,5.1 µmole
9/10/2021,854.5 µmole,2.6 µmole,54.8 µmole,20.4 µmole,90.6 µmole,26.8 µmole,32.4 µmole,4.4 µmole
9/10/2021,834.5 µmole,3.0 µmole,48.7 µmole,45.4 µmole,84.9 µmole,30.2 µmole,35.4 µmole,4.2 µmole
9/10/2021,814.4 µmole,3.1 µmole,44.6 µmole,62.9 µmole,80.1 µmole,35.0 µmole,39.9 µmole,4.4 µmole
9/10/2021,867.8 µmole,3.2 µmole,50.0 µmole,60.1 µmole,86.8 µmole,41.4 µmole,47.3 µmole,5.5 µmole
9/10/2021,974.7 µmole,2.7 µmole,57.6 µmole,41.5 µmole,85.8 µmole,45.7 µmole,53.0 µmole,6.1 µmole
9/10/2021,1054.8 µmole,1.3 µmole,61.0 µmole,25.4 µmole,72.5 µmole,45.0 µmole,52.8 µmole,6.0 µmole
9/10/2021,1161.6 µmole,0.5 µmole,60.3 µmole,15.9 µmole,62.0 µmole,47.3 µmole,56.8 µmole,6.5 µmole
9/10/2021,1241.7 µmole,0.6 µmole,57.6 µmole,12.0 µmole,57.7 µmole,52.6 µmole,65.1 µmole,7.5 µmole
9/10/2021,1295.1 µmole,1.1 µmole,54.8 µmole,8.1 µmole,57.2 µmole,55.7 µmole,69.8 µmole,7.9 µmole
9/10/2021,1241.7 µmole,1.3 µmole,50.0 µmole,6.7 µmole,54.4 µmole,53.1 µmole,66.2 µmole,7.2 µmole
9/10/2021,1161.6 µmole,1.6 µmole,45.9 µmole,5.3 µmole,52.0 µmole,49.9 µmole,61.0 µmole,6.3 µmole
9/10/2021,1041.4 µmole,1.8 µmole,42.5 µmole,4.4 µmole,49.6 µmole,45.3 µmole,53.4 µmole,4.8 µmole
9/10/2021,867.8 µmole,0.9 µmole,37.4 µmole,6.9 µmole,42.4 µmole,40.1 µmole,45.0 µmole,3.3 µmole
9/10/2021,761.0 µmole,0.2 µmole,29.8 µmole,12.7 µmole,34.3 µmole,38.5 µmole,42.0 µmole,2.8 µmole
9/10/2021,707.6 µmole,0.1 µmole,26.4 µmole,15.2 µmole,31.5 µmole,39.6 µmole,42.7 µmole,2.7 µmole
9/10/2021,694.3 µmole,0.1 µmole,26.1 µmole,14.8 µmole,32.4 µmole,41.7 µmole,44.7 µmole,2.5 µmole
9/10/2021,707.6 µmole,0.2 µmole,26.4 µmole,12.7 µmole,32.4 µmole,43.5 µmole,46.4 µmole,2.6 µmole
9/11/2021,741.0 µmole,0.4 µmole,27.8 µmole,9.5 µmole,32.9 µmole,44.9 µmole,48.0 µmole,2.8 µmole
9/11/2021,821.1 µmole,1.6 µmole,30.2 µmole,5.1 µmole,36.2 µmole,46.4 µmole,50.7 µmole,3.5 µmole
9/11/2021,961.3 µmole,4.9 µmole,32.9 µmole,1.5 µmole,39.6 µmole,48.7 µmole,54.8 µmole,4.3 µmole
9/11/2021,1014.7 µmole,6.8 µmole,35.0 µmole,1.2 µmole,41.5 µmole,49.0 µmole,55.3 µmole,4.2 µmole
9/11/2021,961.3 µmole,1.6 µmole,36.3 µmole,7.8 µmole,38.6 µmole,43.7 µmole,48.7 µmole,3.6 µmole
9/11/2021,921.3 µmole,0.9 µmole,35.0 µmole,12.3 µmole,40.5 µmole,41.0 µmole,45.8 µmole,3.6 µmole
9/11/2021,881.2 µmole,2.6 µmole,32.6 µmole,17.0 µmole,43.4 µmole,40.1 µmole,44.6 µmole,3.5 µmole
9/11/2021,867.8 µmole,3.6 µmole,31.9 µmole,25.0 µmole,45.3 µmole,40.6 µmole,44.9 µmole,3.6 µmole
9/11/2021,847.8 µmole,1.9 µmole,36.0 µmole,24.7 µmole,49.6 µmole,40.1 µmole,44.3 µmole,3.8 µmole
9/11/2021,807.8 µmole,1.1 µmole,38.4 µmole,26.8 µmole,54.4 µmole,37.5 µmole,41.7 µmole,4.0 µmole
9/11/2021,814.4 µmole,1.3 µmole,41.8 µmole,27.9 µmole,60.6 µmole,35.6 µmole,39.9 µmole,4.2 µmole
9/11/2021,881.2 µmole,1.2 µmole,43.5 µmole,24.0 µmole,57.7 µmole,35.4 µmole,40.2 µmole,4.6 µmole
