date,co,no,no2,o3,so2,pm2_5,pm10,nh3
9/11/2021,961.3 µmole,1.0 µmole,43.9 µmole,18.2 µmole,48.6 µmole,34.5 µmole,39.6 µmole,4.8 µmole
9/11/2021,1068.1 µmole,1.0 µmole,46.6 µmole,10.3 µmole,44.4 µmole,39.6 µmole,46.3 µmole,5.4 µmole
9/11/2021,1188.3 µmole,2.1 µmole,47.3 µmole,4.4 µmole,43.9 µmole,50.8 µmole,60.3 µmole,6.4 µmole
9/11/2021,1255.0 µmole,3.5 µmole,46.6 µmole,2.0 µmole,44.8 µmole,60.3 µmole,72.3 µmole,7.1 µmole
9/11/2021,1228.3 µmole,3.2 µmole,43.5 µmole,2.2 µmole,42.0 µmole,63.4 µmole,77.5 µmole,7.5 µmole
9/11/2021,1148.2 µmole,1.8 µmole,40.1 µmole,4.2 µmole,38.2 µmole,62.5 µmole,77.2 µmole,7.4 µmole
9/11/2021,1028.1 µmole,0.8 µmole,36.7 µmole,7.4 µmole,34.3 µmole,60.8 µmole,73.3 µmole,6.1 µmole
9/11/2021,894.6 µmole,0.3 µmole,31.9 µmole,11.4 µmole,31.5 µmole,57.8 µmole,65.4 µmole,4.2 µmole
9/11/2021,834.5 µmole,0.2 µmole,28.5 µmole,12.9 µmole,30.3 µmole,59.1 µmole,64.0 µmole,3.3 µmole
9/11/2021,814.4 µmole,0.2 µmole,27.1 µmole,11.4 µmole,30.0 µmole,59.3 µmole,62.8 µmole,2.8 µmole
9/11/2021,821.1 µmole,0.4 µmole,27.4 µmole,8.9 µmole,29.1 µmole,59.2 µmole,62.2 µmole,2.9 µmole
9/11/2021,847.8 µmole,0.6 µmole,27.4 µmole,7.0 µmole,28.6 µmole,59.1 µmole,62.2 µmole,3.3 µmole
9/12/2021,894.6 µmole,0.9 µmole,27.8 µmole,5.7 µmole,28.9 µmole,59.3 µmole,62.7 µmole,3.8 µmole
9/12/2021,988.0 µmole,2.3 µmole,29.8 µmole,3.2 µmole,32.0 µmole,60.8 µmole,65.9 µmole,4.8 µmole
9/12/2021,1161.6 µmole,7.7 µmole,32.6 µmole,0.9 µmole,39.1 µmole,64.5 µmole,72.6 µmole,6.3 µmole
9/12/2021,1268.4 µmole,14.0 µmole,34.6 µmole,1.4 µmole,47.7 µmole,62.1 µmole,71.5 µmole,6.8 µmole
9/12/2021,1228.3 µmole,12.5 µmole,40.4 µmole,2.7 µmole,54.8 µmole,52.1 µmole,62.5 µmole,7.0 µmole
9/12/2021,1228.3 µmole,9.2 µmole,48.7 µmole,4.2 µmole,64.9 µmole,50.1 µmole,61.8 µmole,7.7 µmole
9/12/2021,1241.7 µmole,8.1 µmole,57.6 µmole,5.5 µmole,79.2 µmole,52.4 µmole,64.5 µmole,8.1 µmole
9/12/2021,1268.4 µmole,6.8 µmole,67.9 µmole,6.4 µmole,93.5 µmole,56.7 µmole,68.0 µmole,8.0 µmole
9/12/2021,1295.1 µmole,5.2 µmole,78.1 µmole,6.0 µmole,106.8 µmole,61.8 µmole,72.2 µmole,7.6 µmole
9/12/2021,1321.8 µmole,3.9 µmole,89.1 µmole,5.3 µmole,125.9 µmole,68.7 µmole,78.9 µmole,7.4 µmole
9/12/2021,1388.6 µmole,8.3 µmole,93.2 µmole,12.7 µmole,146.9 µmole,80.4 µmole,91.6 µmole,7.6 µmole
9/12/2021,1508.7 µmole,11.0 µmole,94.6 µmole,20.4 µmole,146.9 µmole,95.7 µmole,109.3 µmole,7.9 µmole
9/12/2021,1508.7 µmole,6.6 µmole,86.4 µmole,21.3 µmole,117.3 µmole,100.8 µmole,116.4 µmole,7.7 µmole
9/12/2021,1642.2 µmole,2.0 µmole,72.7 µmole,10.9 µmole,75.3 µmole,104.9 µmole,126.0 µmole,9.4 µmole
9/12/2021,2002.7 µmole,4.0 µmole,63.1 µmole,2.1 µmole,55.3 µmole,121.7 µmole,152.9 µmole,12.3 µmole
9/12/2021,2296.5 µmole,7.6 µmole,57.6 µmole,0.4 µmole,51.0 µmole,141.8 µmole,181.8 µmole,13.9 µmole
9/12/2021,2430.0 µmole,8.5 µmole,56.2 µmole,0.3 µmole,48.6 µmole,152.6 µmole,197.3 µmole,13.7 µmole
9/12/2021,2349.9 µmole,7.2 µmole,53.5 µmole,0.4 µmole,43.9 µmole,150.4 µmole,196.1 µmole,12.2 µmole
9/12/2021,2109.5 µmole,5.3 µmole,50.0 µmole,0.7 µmole,37.2 µmole,136.5 µmole,177.5 µmole,9.3 µmole
9/12/2021,1815.8 µmole,3.1 µmole,45.9 µmole,1.3 µmole,31.0 µmole,117.4 µmole,150.0 µmole,6.5 µmole
9/12/2021,1709.0 µmole,2.9 µmole,42.2 µmole,1.4 µmole,31.0 µmole,111.3 µmole,140.1 µmole,6.7 µmole
9/12/2021,1628.9 µmole,2.5 µmole,37.7 µmole,1.7 µmole,31.0 µmole,106.4 µmole,133.4 µmole,6.7 µmole
9/12/2021,1562.1 µmole,2.4 µmole,35.0 µmole,1.7 µmole,32.0 µmole,103.7 µmole,129.8 µmole,6.8 µmole
9/12/2021,1508.7 µmole,2.6 µmole,33.6 µmole,1.6 µmole,33.4 µmole,100.1 µmole,124.8 µmole,6.8 µmole
9/13/2021,1468.7 µmole,3.8 µmole,33.9 µmole,1.0 µmole,35.3 µmole,96.9 µmole,117.9 µmole,7.0 µmole
9/13/2021,1588.8 µmole,8.4 µmole,35.6 µmole,0.4 µmole,39.6 µmole,100.0 µmole,123.5 µmole,9.1 µmole
9/13/2021,2109.5 µmole,23.3 µmole,40.8 µmole,1.8 µmole,52.0 µmole,123.0 µmole,158.4 µmole,14.3 µmole
9/13/2021,2536.8 µmole,35.3 µmole,53.5 µmole,11.8 µmole,71.5 µmole,149.9 µmole,194.1 µmole,18.5 µmole
9/13/2021,2216.3 µmole,23.9 µmole,74.7 µmole,38.6 µmole,115.4 µmole,161.2 µmole,198.9 µmole,16.1 µmole
9/13/2021,2109.5 µmole,13.9 µmole,89.1 µmole,73.0 µmole,141.1 µmole,183.0 µmole,219.3 µmole,15.1 µmole
9/13/2021,2002.7 µmole,6.5 µmole,93.2 µmole,107.3 µmole,154.5 µmole,196.6 µmole,230.5 µmole,14.1 µmole
9/13/2021,1628.9 µmole,4.6 µmole,98.7 µmole,113.0 µmole,188.8 µmole,183.1 µmole,208.2 µmole,8.2 µmole
9/13/2021,1588.8 µmole,5.2 µmole,111.0 µmole,113.0 µmole,217.4 µmole,190.3 µmole,212.2 µmole,6.5 µmole
9/13/2021,1602.2 µmole,6.4 µmole,126.1 µmole,100.1 µmole,251.8 µmole,199.9 µmole,219.9 µmole,5.8 µmole
9/13/2021,1588.8 µmole,6.4 µmole,131.6 µmole,80.8 µmole,255.6 µmole,201.1 µmole,220.0 µmole,5.7 µmole
9/13/2021,1642.2 µmole,4.4 µmole,134.4 µmole,56.5 µmole,244.1 µmole,192.6 µmole,212.4 µmole,6.8 µmole
9/13/2021,1762.4 µmole,2.7 µmole,135.7 µmole,30.4 µmole,227.0 µmole,180.8 µmole,202.2 µmole,8.7 µmole
9/13/2021,2162.9 µmole,4.3 µmole,130.2 µmole,7.7 µmole,183.1 µmole,177.4 µmole,207.2 µmole,14.3 µmole
9/13/2021,2750.4 µmole,14.2 µmole,109.7 µmole,0.1 µmole,125.9 µmole,188.3 µmole,233.5 µmole,19.5 µmole
9/13/2021,3070.8 µmole,22.1 µmole,90.5 µmole,0.0 µmole,88.7 µmole,195.1 µmole,251.5 µmole,19.8 µmole
9/13/2021,2883.9 µmole,19.2 µmole,74.7 µmole,0.0 µmole,62.0 µmole,177.0 µmole,235.7 µmole,17.0 µmole
9/13/2021,2563.5 µmole,14.2 µmole,63.1 µmole,0.1 µmole,50.1 µmole,159.5 µmole,215.4 µmole,15.3 µmole
9/13/2021,2269.8 µmole,10.5 µmole,56.9 µmole,0.2 µmole,43.9 µmole,145.3 µmole,193.8 µmole,12.3 µmole
9/13/2021,1895.9 µmole,6.3 µmole,51.4 µmole,0.6 µmole,38.2 µmole,126.4 µmole,164.6 µmole,8.5 µmole
9/13/2021,1668.9 µmole,3.2 µmole,45.9 µmole,1.6 µmole,36.7 µmole,115.8 µmole,147.5 µmole,7.5 µmole
9/13/2021,1522.1 µmole,1.7 µmole,39.8 µmole,3.1 µmole,35.8 µmole,109.6 µmole,138.2 µmole,7.3 µmole
9/13/2021,1468.7 µmole,1.7 µmole,36.0 µmole,3.0 µmole,36.7 µmole,106.3 µmole,133.8 µmole,7.4 µmole
9/13/2021,1428.6 µmole,2.7 µmole,33.9 µmole,1.7 µmole,37.7 µmole,102.8 µmole,129.6 µmole,7.4 µmole
9/14/2021,1428.6 µmole,5.8 µmole,32.6 µmole,0.4 µmole,39.1 µmole,99.1 µmole,122.7 µmole,7.6 µmole
9/14/2021,1588.8 µmole,13.4 µmole,30.9 µmole,0.1 µmole,42.4 µmole,101.6 µmole,126.3 µmole,9.4 µmole
9/14/2021,2109.5 µmole,30.9 µmole,31.9 µmole,0.5 µmole,52.5 µmole,121.0 µmole,153.6 µmole,13.4 µmole
9/14/2021,2510.1 µmole,45.6 µmole,36.7 µmole,1.6 µmole,64.9 µmole,139.7 µmole,176.9 µmole,15.2 µmole
9/14/2021,2403.3 µmole,39.3 µmole,44.6 µmole,3.3 µmole,72.5 µmole,145.4 µmole,184.5 µmole,16.0 µmole
9/14/2021,2162.9 µmole,27.5 µmole,49.4 µmole,6.1 µmole,74.4 µmole,143.2 µmole,184.2 µmole,17.0 µmole
9/14/2021,1869.2 µmole,15.9 µmole,53.5 µmole,12.3 µmole,74.4 µmole,126.0 µmole,163.8 µmole,16.5 µmole
9/14/2021,1375.2 µmole,9.8 µmole,51.4 µmole,29.3 µmole,85.8 µmole,87.8 µmole,113.7 µmole,12.9 µmole
9/14/2021,1134.9 µmole,7.0 µmole,48.7 µmole,55.1 µmole,88.7 µmole,69.9 µmole,89.5 µmole,11.3 µmole
9/14/2021,988.0 µmole,5.0 µmole,42.8 µmole,88.0 µmole,85.8 µmole,63.6 µmole,79.7 µmole,10.5 µmole
9/14/2021,1028.1 µmole,4.1 µmole,40.8 µmole,103.0 µmole,73.4 µmole,65.8 µmole,82.1 µmole,12.0 µmole
9/14/2021,1308.4 µmole,4.1 µmole,48.7 µmole,93.0 µmole,63.9 µmole,76.7 µmole,98.8 µmole,15.8 µmole
9/14/2021,1588.8 µmole,3.4 µmole,63.8 µmole,68.0 µmole,63.9 µmole,84.7 µmole,111.7 µmole,18.2 µmole
9/14/2021,3524.8 µmole,36.2 µmole,97.3 µmole,5.1 µmole,64.9 µmole,160.5 µmole,217.3 µmole,27.9 µmole
9/14/2021,6301.9 µmole,110.0 µmole,80.9 µmole,0.0 µmole,77.3 µmole,306.9 µmole,414.9 µmole,37.0 µmole
9/14/2021,8651.7 µmole,169.9 µmole,65.8 µmole,0.0 µmole,93.5 µmole,470.1 µmole,628.4 µmole,44.6 µmole
9/14/2021,10574.3 µmole,214.6 µmole,56.2 µmole,0.0 µmole,104.0 µmole,615.9 µmole,817.0 µmole,50.7 µmole
9/14/2021,11215.2 µmole,228.9 µmole,47.3 µmole,0.0 µmole,94.4 µmole,677.8 µmole,908.8 µmole,41.5 µmole
9/14/2021,9719.9 µmole,200.3 µmole,41.8 µmole,0.0 µmole,68.7 µmole,588.7 µmole,804.7 µmole,24.6 µmole
9/14/2021,5874.6 µmole,103.7 µmole,50.7 µmole,0.0 µmole,43.4 µmole,342.7 µmole,465.7 µmole,12.3 µmole
9/14/2021,3471.4 µmole,38.5 µmole,56.2 µmole,0.0 µmole,32.0 µmole,205.8 µmole,271.0 µmole,8.6 µmole
9/14/2021,1789.1 µmole,3.9 µmole,47.3 µmole,10.4 µmole,26.7 µmole,120.7 µmole,149.1 µmole,7.7 µmole
9/14/2021,867.8 µmole,0.0 µmole,25.7 µmole,44.0 µmole,35.3 µmole,62.0 µmole,72.3 µmole,7.7 µmole
9/14/2021,734.3 µmole,0.0 µmole,27.1 µmole,26.1 µmole,37.7 µmole,42.1 µmole,50.8 µmole,8.5 µmole
9/15/2021,754.4 µmole,0.4 µmole,29.8 µmole,12.2 µmole,36.7 µmole,35.9 µmole,45.5 µmole,10.0 µmole
9/15/2021,881.2 µmole,3.5 µmole,31.9 µmole,3.4 µmole,39.1 µmole,36.1 µmole,48.5 µmole,13.1 µmole
9/15/2021,1174.9 µmole,16.5 µmole,31.2 µmole,4.0 µmole,49.1 µmole,44.3 µmole,63.1 µmole,17.7 µmole
9/15/2021,1388.6 µmole,29.1 µmole,34.6 µmole,12.7 µmole,65.8 µmole,51.1 µmole,74.4 µmole,20.0 µmole
9/15/2021,1081.5 µmole,25.0 µmole,38.7 µmole,28.6 µmole,90.6 µmole,43.8 µmole,62.2 µmole,16.5 µmole
9/15/2021,894.6 µmole,18.6 µmole,42.5 µmole,53.6 µmole,105.9 µmole,48.3 µmole,64.6 µmole,15.1 µmole
9/15/2021,767.7 µmole,11.6 µmole,42.5 µmole,95.8 µmole,111.6 µmole,61.7 µmole,76.2 µmole,12.8 µmole
9/15/2021,667.6 µmole,6.5 µmole,33.6 µmole,134.5 µmole,94.4 µmole,66.2 µmole,77.5 µmole,9.1 µmole
9/15/2021,660.9 µmole,4.6 µmole,28.8 µmole,154.5 µmole,81.1 µmole,66.2 µmole,76.4 µmole,7.5 µmole
9/15/2021,660.9 µmole,3.7 µmole,26.1 µmole,158.8 µmole,71.5 µmole,66.0 µmole,76.7 µmole,7.4 µmole
9/15/2021,854.5 µmole,4.0 µmole,32.6 µmole,148.8 µmole,70.6 µmole,76.4 µmole,90.5 µmole,10.5 µmole
9/15/2021,1121.5 µmole,4.4 µmole,45.2 µmole,131.6 µmole,75.3 µmole,91.7 µmole,110.4 µmole,13.8 µmole
9/15/2021,1361.9 µmole,3.2 µmole,61.7 µmole,94.4 µmole,77.3 µmole,100.1 µmole,122.2 µmole,16.2 µmole
9/15/2021,2403.3 µmole,4.7 µmole,100.1 µmole,22.0 µmole,71.5 µmole,137.7 µmole,176.3 µmole,24.1 µmole
9/15/2021,4058.8 µmole,36.2 µmole,100.1 µmole,0.0 µmole,71.5 µmole,222.5 µmole,294.3 µmole,31.4 µmole
9/15/2021,5394.0 µmole,65.3 µmole,89.1 µmole,0.0 µmole,79.2 µmole,312.2 µmole,410.9 µmole,33.4 µmole
9/15/2021,6195.1 µmole,80.5 µmole,83.6 µmole,0.0 µmole,83.9 µmole,381.9 µmole,495.5 µmole,31.7 µmole
9/15/2021,6515.5 µmole,85.8 µmole,74.0 µmole,0.0 µmole,80.1 µmole,426.0 µmole,545.3 µmole,25.6 µmole
9/15/2021,6141.7 µmole,83.2 µmole,63.8 µmole,0.0 µmole,64.9 µmole,415.2 µmole,530.7 µmole,16.1 µmole
9/15/2021,4859.9 µmole,58.1 µmole,59.0 µmole,0.0 µmole,43.4 µmole,324.2 µmole,425.7 µmole,8.4 µmole
9/15/2021,3631.6 µmole,34.9 µmole,55.5 µmole,0.0 µmole,34.3 µmole,242.0 µmole,332.4 µmole,6.7 µmole
9/15/2021,2697.0 µmole,20.1 µmole,50.7 µmole,0.0 µmole,31.5 µmole,184.9 µmole,257.5 µmole,6.4 µmole
9/15/2021,2082.8 µmole,11.2 µmole,46.6 µmole,0.1 µmole,31.0 µmole,153.6 µmole,209.5 µmole,6.3 µmole
9/15/2021,1789.1 µmole,6.9 µmole,42.5 µmole,0.3 µmole,31.5 µmole,141.7 µmole,185.4 µmole,6.3 µmole
9/16/2021,1668.9 µmole,6.0 µmole,40.8 µmole,0.5 µmole,33.9 µmole,138.4 µmole,176.1 µmole,6.8 µmole
9/16/2021,1522.1 µmole,2.6 µmole,47.3 µmole,4.3 µmole,44.8 µmole,123.8 µmole,152.2 µmole,8.7 µmole
9/16/2021,1815.8 µmole,11.0 µmole,54.2 µmole,3.4 µmole,59.1 µmole,124.9 µmole,154.8 µmole,13.1 µmole
9/16/2021,1949.3 µmole,20.6 µmole,56.9 µmole,14.7 µmole,73.4 µmole,123.6 µmole,154.8 µmole,15.6 µmole
9/16/2021,1508.7 µmole,13.4 µmole,54.2 µmole,48.6 µmole,81.1 µmole,110.7 µmole,135.8 µmole,13.8 µmole
9/16/2021,1268.4 µmole,8.6 µmole,45.2 µmole,93.0 µmole,81.1 µmole,113.9 µmole,138.1 µmole,12.7 µmole
9/16/2021,974.7 µmole,4.4 µmole,30.5 µmole,148.8 µmole,73.4 µmole,117.2 µmole,138.4 µmole,10.0 µmole
9/16/2021,741.0 µmole,1.8 µmole,17.7 µmole,194.6 µmole,56.3 µmole,116.3 µmole,131.1 µmole,7.2 µmole
9/16/2021,747.7 µmole,1.5 µmole,17.8 µmole,217.4 µmole,54.8 µmole,118.5 µmole,131.2 µmole,7.6 µmole
9/16/2021,794.4 µmole,1.4 µmole,21.1 µmole,220.3 µmole,56.7 µmole,118.5 µmole,131.1 µmole,8.7 µmole
9/16/2021,934.6 µmole,1.8 µmole,29.5 µmole,188.8 µmole,62.0 µmole,111.8 µmole,125.5 µmole,11.5 µmole
9/16/2021,1201.6 µmole,2.9 µmole,48.7 µmole,140.2 µmole,80.1 µmole,113.1 µmole,129.6 µmole,14.4 µmole
9/16/2021,1428.6 µmole,3.3 µmole,76.1 µmole,89.4 µmole,96.3 µmole,118.2 µmole,136.1 µmole,15.2 µmole
9/16/2021,1442.0 µmole,0.6 µmole,77.5 µmole,50.1 µmole,68.7 µmole,99.5 µmole,117.9 µmole,16.2 µmole
9/16/2021,1615.5 µmole,0.1 µmole,73.3 µmole,24.3 µmole,59.1 µmole,96.4 µmole,122.3 µmole,21.5 µmole
9/16/2021,1789.1 µmole,2.0 µmole,72.7 µmole,6.3 µmole,64.9 µmole,103.9 µmole,136.5 µmole,25.1 µmole
9/16/2021,1869.2 µmole,4.8 µmole,65.1 µmole,1.7 µmole,65.8 µmole,109.6 µmole,146.0 µmole,24.6 µmole
9/16/2021,2029.4 µmole,3.0 µmole,63.1 µmole,3.7 µmole,60.6 µmole,125.5 µmole,165.1 µmole,24.1 µmole
9/16/2021,1949.3 µmole,0.3 µmole,57.6 µmole,17.2 µmole,53.9 µmole,133.8 µmole,170.1 µmole,19.3 µmole
9/16/2021,1615.5 µmole,0.0 µmole,45.2 µmole,40.8 µmole,45.8 µmole,127.0 µmole,151.4 µmole,11.5 µmole
9/16/2021,1335.1 µmole,0.0 µmole,35.0 µmole,57.9 µmole,40.5 µmole,122.5 µmole,140.2 µmole,8.0 µmole
9/16/2021,1161.6 µmole,0.0 µmole,28.8 µmole,64.4 µmole,37.2 µmole,120.0 µmole,134.8 µmole,6.7 µmole
9/16/2021,1108.2 µmole,0.0 µmole,26.7 µmole,64.4 µmole,38.6 µmole,120.9 µmole,132.9 µmole,5.5 µmole
9/16/2021,1121.5 µmole,0.0 µmole,28.5 µmole,59.4 µmole,42.9 µmole,124.9 µmole,134.9 µmole,4.5 µmole
9/17/2021,1148.2 µmole,0.0 µmole,32.6 µmole,52.2 µmole,48.6 µmole,128.3 µmole,137.7 µmole,4.2 µmole
9/17/2021,1241.7 µmole,0.0 µmole,39.1 µmole,42.2 µmole,50.1 µmole,127.7 µmole,141.0 µmole,6.0 µmole
9/17/2021,1535.4 µmole,1.8 µmole,50.7 µmole,30.8 µmole,53.4 µmole,134.2 µmole,157.0 µmole,10.0 µmole
9/17/2021,1682.3 µmole,7.9 µmole,52.1 µmole,43.3 µmole,57.7 µmole,143.9 µmole,174.6 µmole,12.4 µmole
9/17/2021,1268.4 µmole,7.9 µmole,42.2 µmole,66.5 µmole,62.9 µmole,122.0 µmole,146.4 µmole,9.6 µmole
9/17/2021,1054.8 µmole,5.9 µmole,36.0 µmole,90.8 µmole,66.8 µmole,116.9 µmole,136.2 µmole,9.4 µmole
9/17/2021,881.2 µmole,4.2 µmole,30.5 µmole,111.6 µmole,65.8 µmole,109.4 µmole,123.4 µmole,8.1 µmole
9/17/2021,747.7 µmole,3.2 µmole,27.4 µmole,113.0 µmole,62.9 µmole,93.9 µmole,103.3 µmole,6.3 µmole
9/17/2021,801.1 µmole,2.5 µmole,32.6 µmole,105.9 µmole,69.6 µmole,102.3 µmole,111.3 µmole,6.6 µmole
9/17/2021,807.8 µmole,1.4 µmole,37.7 µmole,83.0 µmole,71.5 µmole,94.0 µmole,102.0 µmole,6.3 µmole
9/17/2021,894.6 µmole,0.7 µmole,45.2 µmole,55.1 µmole,73.4 µmole,86.5 µmole,96.7 µmole,8.2 µmole
9/17/2021,1014.7 µmole,0.9 µmole,52.8 µmole,33.6 µmole,73.4 µmole,83.2 µmole,96.9 µmole,10.4 µmole
9/17/2021,1081.5 µmole,1.9 µmole,59.6 µmole,13.4 µmole,71.5 µmole,71.2 µmole,87.1 µmole,11.8 µmole
9/17/2021,1134.9 µmole,4.6 µmole,58.3 µmole,3.0 µmole,66.8 µmole,62.2 µmole,80.8 µmole,13.7 µmole
9/17/2021,1281.7 µmole,7.8 µmole,54.2 µmole,0.7 µmole,63.9 µmole,64.4 µmole,88.4 µmole,17.2 µmole
9/17/2021,1401.9 µmole,10.0 µmole,52.1 µmole,0.3 µmole,63.9 µmole,70.9 µmole,100.0 µmole,20.0 µmole
9/17/2021,1375.2 µmole,8.7 µmole,50.0 µmole,0.4 µmole,60.6 µmole,69.7 µmole,100.0 µmole,19.8 µmole
9/17/2021,1201.6 µmole,6.0 µmole,47.3 µmole,0.9 µmole,57.7 µmole,58.9 µmole,85.4 µmole,16.5 µmole
9/17/2021,934.6 µmole,4.0 µmole,45.9 µmole,1.8 µmole,57.2 µmole,44.5 µmole,63.8 µmole,11.8 µmole
9/17/2021,694.3 µmole,1.3 µmole,40.4 µmole,5.8 µmole,52.0 µmole,31.4 µmole,43.4 µmole,7.5 µmole
9/17/2021,620.8 µmole,0.2 µmole,30.5 µmole,14.1 µmole,40.1 µmole,27.1 µmole,36.1 µmole,5.6 µmole
9/17/2021,634.2 µmole,0.1 µmole,26.4 µmole,16.1 µmole,34.3 µmole,26.8 µmole,34.4 µmole,4.9 µmole
9/17/2021,667.6 µmole,0.3 µmole,27.1 µmole,11.4 µmole,33.4 µmole,27.2 µmole,34.3 µmole,4.7 µmole
9/17/2021,701.0 µmole,0.8 µmole,28.1 µmole,6.2 µmole,34.8 µmole,27.6 µmole,34.7 µmole,4.8 µmole
9/18/2021,734.3 µmole,2.2 µmole,29.1 µmole,2.4 µmole,37.2 µmole,28.9 µmole,36.5 µmole,5.1 µmole
9/18/2021,814.4 µmole,5.3 µmole,29.1 µmole,0.7 µmole,40.1 µmole,31.6 µmole,40.9 µmole,6.3 µmole
9/18/2021,961.3 µmole,12.1 µmole,28.8 µmole,2.6 µmole,47.2 µmole,36.5 µmole,49.1 µmole,8.4 µmole
9/18/2021,1014.7 µmole,17.2 µmole,30.2 µmole,6.3 µmole,58.7 µmole,37.8 µmole,51.7 µmole,9.5 µmole
9/18/2021,834.5 µmole,15.7 µmole,33.6 µmole,10.6 µmole,77.3 µmole,32.2 µmole,42.3 µmole,7.2 µmole
9/18/2021,741.0 µmole,10.3 µmole,37.0 µmole,18.2 µmole,79.2 µmole,30.3 µmole,38.4 µmole,6.3 µmole
9/18/2021,674.3 µmole,5.6 µmole,38.4 µmole,30.4 µmole,77.3 µmole,29.5 µmole,36.2 µmole,5.8 µmole
9/18/2021,620.8 µmole,5.3 µmole,33.9 µmole,51.5 µmole,71.5 µmole,30.0 µmole,35.9 µmole,5.3 µmole
9/18/2021,600.8 µmole,4.9 µmole,30.9 µmole,75.1 µmole,68.7 µmole,35.1 µmole,40.7 µmole,5.1 µmole
9/18/2021,600.8 µmole,4.4 µmole,26.7 µmole,100.1 µmole,63.9 µmole,41.9 µmole,47.1 µmole,5.0 µmole
9/18/2021,741.0 µmole,4.5 µmole,31.2 µmole,108.7 µmole,62.0 µmole,53.0 µmole,60.2 µmole,7.3 µmole
9/18/2021,934.6 µmole,4.8 µmole,42.2 µmole,97.3 µmole,65.8 µmole,61.8 µmole,71.8 µmole,9.6 µmole
9/18/2021,1134.9 µmole,3.5 µmole,56.9 µmole,70.8 µmole,67.7 µmole,66.2 µmole,78.9 µmole,11.4 µmole
9/18/2021,1388.6 µmole,0.4 µmole,67.2 µmole,42.6 µmole,64.9 µmole,74.1 µmole,91.6 µmole,13.8 µmole
9/18/2021,1735.7 µmole,0.1 µmole,67.9 µmole,24.3 µmole,55.8 µmole,92.2 µmole,119.5 µmole,17.2 µmole
9/18/2021,2002.7 µmole,0.4 µmole,68.6 µmole,13.2 µmole,50.6 µmole,109.5 µmole,144.9 µmole,17.7 µmole
9/18/2021,1922.6 µmole,0.4 µmole,62.4 µmole,12.3 µmole,42.9 µmole,108.4 µmole,146.2 µmole,15.2 µmole
9/18/2021,1655.6 µmole,0.1 µmole,52.1 µmole,17.7 µmole,35.8 µmole,98.5 µmole,133.4 µmole,12.7 µmole
9/18/2021,1361.9 µmole,0.0 µmole,42.8 µmole,25.8 µmole,29.8 µmole,83.6 µmole,111.3 µmole,9.6 µmole
9/18/2021,1041.4 µmole,0.0 µmole,32.9 µmole,36.1 µmole,25.3 µmole,69.1 µmole,87.2 µmole,6.9 µmole
9/18/2021,894.6 µmole,0.0 µmole,26.4 µmole,41.8 µmole,24.1 µmole,66.1 µmole,79.9 µmole,6.2 µmole
9/18/2021,834.5 µmole,0.0 µmole,23.0 µmole,45.4 µmole,25.0 µmole,68.3 µmole,80.3 µmole,5.8 µmole
9/18/2021,827.8 µmole,0.0 µmole,22.6 µmole,46.5 µmole,28.1 µmole,74.4 µmole,85.6 µmole,5.5 µmole
9/18/2021,854.5 µmole,0.0 µmole,23.3 µmole,43.3 µmole,31.0 µmole,83.3 µmole,94.6 µmole,5.3 µmole
9/19/2021,894.6 µmole,0.0 µmole,25.0 µmole,37.9 µmole,32.9 µmole,95.2 µmole,107.0 µmole,5.4 µmole
9/19/2021,1014.7 µmole,0.0 µmole,30.2 µmole,29.0 µmole,35.8 µmole,109.6 µmole,123.6 µmole,6.5 µmole
9/19/2021,1255.0 µmole,2.8 µmole,38.4 µmole,20.2 µmole,41.5 µmole,123.7 µmole,142.6 µmole,9.1 µmole
9/19/2021,1401.9 µmole,10.5 µmole,40.8 µmole,31.8 µmole,51.0 µmole,130.5 µmole,151.7 µmole,10.4 µmole
9/19/2021,988.0 µmole,10.2 µmole,37.4 µmole,57.9 µmole,68.7 µmole,93.9 µmole,107.4 µmole,7.5 µmole
9/19/2021,834.5 µmole,8.6 µmole,35.3 µmole,83.0 µmole,74.4 µmole,87.9 µmole,99.0 µmole,7.1 µmole
9/19/2021,774.4 µmole,6.3 µmole,33.9 µmole,120.2 µmole,78.2 µmole,97.8 µmole,108.0 µmole,7.0 µmole
9/19/2021,654.2 µmole,4.1 µmole,26.1 µmole,141.6 µmole,65.8 µmole,86.1 µmole,93.8 µmole,5.8 µmole
9/19/2021,594.1 µmole,3.3 µmole,22.6 µmole,147.3 µmole,57.7 µmole,73.1 µmole,79.7 µmole,5.0 µmole
9/19/2021,587.5 µmole,3.2 µmole,24.0 µmole,145.9 µmole,58.7 µmole,68.7 µmole,74.9 µmole,5.1 µmole
9/19/2021,854.5 µmole,4.9 µmole,37.7 µmole,130.2 µmole,64.9 µmole,79.5 µmole,89.5 µmole,8.9 µmole
9/19/2021,1228.3 µmole,6.4 µmole,55.5 µmole,100.1 µmole,66.8 µmole,92.2 µmole,107.1 µmole,12.8 µmole
9/19/2021,1508.7 µmole,5.1 µmole,73.3 µmole,60.8 µmole,62.9 µmole,97.9 µmole,115.8 µmole,15.0 µmole
9/19/2021,1789.1 µmole,0.9 µmole,86.4 µmole,24.7 µmole,57.2 µmole,106.3 µmole,128.8 µmole,17.5 µmole
