Date,CO (µmole),NO (µmole),NO2 (µmole),O3 (µmole),SO2 (µmole),PM2.5 (µmole),PM10 (µmole),NH3 (µmole)
14-03-2022,8224.5,108.2,113.8,0,107.8,537,725.2,86.1
14-03-2022,8651.7,114.4,104.2,0,102,578.2,774.5,84.1
14-03-2022,7797.2,102.8,93.2,0,80.1,529.5,715.7,62.8
14-03-2022,5981.5,73.3,82.9,0,52,417.3,569.2,36
14-03-2022,4806.5,53.2,69.9,0,42.4,355.9,487.7,24.3
14-03-2022,4219.1,46,58.3,0,41,332.3,458.6,20.3
14-03-2022,3791.8,42.5,46.6,0,38.2,315.8,438.4,17
14-03-2022,3391.3,39.8,36.3,0,31,295.7,404.3,10.8
15-03-2022,3070.8,38,32.2,0,26.9,272.5,362,8.5
15-03-2022,2483.4,21.5,43.5,0,31.5,217.7,291.4,13.1
15-03-2022,3150.9,42,52.1,0.4,43.4,244.9,334,19.5
15-03-2022,3845.2,65.3,69.2,5.5,53.9,271.5,375.4,26.1
15-03-2022,3471.4,37.1,96,35.8,58.7,254.7,355.9,28.9
15-03-2022,3578.2,21,108.3,104.4,66.8,287.5,393.8,32.2
15-03-2022,3418,8.1,87.7,248.9,73.4,347.2,452.1,30.9
15-03-2022,1054.8,1.8,20.6,240.3,49.6,141.9,205.5,17
15-03-2022,781.1,1.3,14.6,220.3,37.7,112.6,170.2,14.7
15-03-2022,727.7,1.4,15.1,206,35.8,101.5,156.6,14.2
15-03-2022,854.5,2.2,24,188.8,43.4,101.5,156.9,15.8
15-03-2022,1081.5,2.9,38,163.1,51.5,106.9,164.3,18.5
15-03-2022,1268.4,2.2,52.8,124.5,52.9,107.4,165.7,20.3
15-03-2022,1575.5,0.4,67.9,78.7,54.4,116.4,179,24.6
15-03-2022,1895.9,0,69.9,52.2,54.4,134,204.4,30.4
15-03-2022,1949.3,0,63.1,48.6,51.5,145.8,220,33.4
15-03-2022,1922.6,0,56.9,48.6,48.2,150.1,223.3,34.5
15-03-2022,1815.8,0,51.4,45.8,43.9,147.3,218.2,33.4
15-03-2022,1522.1,0,43.9,46.5,35.8,131.2,194.7,28.1
15-03-2022,1148.2,0,34.6,54.4,27.9,114.4,167.1,21.8
15-03-2022,1028.1,0,29.5,60.1,27.7,115.1,162.5,18.8
15-03-2022,1001.4,0,27.1,60.8,28.9,123.2,169.4,15.2
15-03-2022,1001.4,0,26.1,58.7,28.6,130.2,176.4,12
15-03-2022,1001.4,0,25.4,54.4,27.7,136.1,181.5,10.1
16-03-2022,1028.1,0,27.1,47.9,27.4,140.9,186.3,8.9
16-03-2022,1215,0,36,35.4,31,153.1,202.1,10.4
16-03-2022,1642.2,1.7,54.2,19,39.1,177,236.3,16.1
16-03-2022,1869.2,8.7,58.3,34,45.8,194.6,259.3,20.5
16-03-2022,1668.9,7.1,48,91.6,53.4,206.9,270.1,21.5
16-03-2022,1562.1,5.1,38.7,147.3,57.2,215.6,278.6,22.8
16-03-2022,1388.6,2.7,27.8,211.7,57.2,213.1,273,22.8
16-03-2022,834.5,1.2,12.3,206,36.7,129.9,183.1,17.7
16-03-2022,707.6,1.1,10.6,197.4,32,109.1,159.2,15.2
16-03-2022,660.9,1,10.7,206,33.9,106.4,153.3,13.8
16-03-2022,727.7,1.3,16.5,206,41.5,109.5,155.1,14.1
16-03-2022,847.8,1.6,24.3,194.6,46.3,114,158.6,15.5
16-03-2022,974.7,1.2,33.2,164.5,46.3,114.9,159.5,17.2
16-03-2022,1174.9,0.2,43.2,127.3,47.2,123.1,170.3,21
16-03-2022,1361.9,0,43.9,98.7,46.3,136.3,188.1,25.3
16-03-2022,1415.3,0,40.1,85.1,41.5,142.8,196,27.6
16-03-2022,1482,0,39.8,75.1,40.1,148.4,202.8,29.1
16-03-2022,1602.2,0,42.5,63.7,40.1,157.9,214.8,30.9
16-03-2022,1548.8,0,41.5,57.2,35.3,157.1,211.9,28.6
16-03-2022,1388.6,0,37.7,52.9,28.4,152.5,201.7,24.3
16-03-2022,1401.9,0,35.6,46.5,26.7,161.5,209.8,23.3
16-03-2022,1482,0,35.6,39.7,27.2,175.6,226.1,22.8
16-03-2022,1562.1,0,35.6,32.5,27.2,190.3,243.5,19.8
16-03-2022,1602.2,0,36,26.1,26.5,203.3,257.4,16.5
17-03-2022,1709,0.4,40.4,15.7,27.2,218.2,273.4,14.2
17-03-2022,2136.2,7.6,48.7,3.2,33.9,248,311.1,16.5
17-03-2022,3124.2,37.1,52.1,0.5,48.2,301.1,385.1,25.3
17-03-2022,3845.2,62.6,61,5.5,61,340.6,439.4,32.4
17-03-2022,3177.6,33.1,78.1,33.3,79.2,321,408.4,34.5
17-03-2022,3524.8,21.7,100.1,95.8,105.9,380.6,477.3,39
17-03-2022,3898.6,10.2,104.2,243.2,133.5,496.8,606.5,39
17-03-2022,2430,2.9,49.4,394.8,137.3,435,519.6,23.8
17-03-2022,2109.5,1.5,35.3,486.4,156.4,449.4,528.9,18
17-03-2022,1976,1.4,38.4,526.4,200.3,454,529.3,13.9
17-03-2022,1735.7,1.3,41.8,474.9,204.1,395.2,461.1,12.3
17-03-2022,1735.7,1.3,55.5,406.3,200.3,353.8,415.3,13.9
17-03-2022,1895.9,0.9,79.5,320.4,209.8,325.3,385.8,17
17-03-2022,3524.8,0.2,152.2,151.6,192.6,364.8,450.5,34.5
17-03-2022,5767.8,6.3,211.1,14,152.6,446.3,573.2,57.8
17-03-2022,6782.5,36.2,181,0,117.3,490.8,643.5,68.9
17-03-2022,5981.5,45.2,133,0,83.9,453.9,601,63.3
17-03-2022,4539.5,37.1,96,0,63.9,398,523.9,48.1
17-03-2022,3391.3,19.5,83.6,0.2,50.1,352.4,452.5,31.4
17-03-2022,2323.2,0.6,71.3,24.3,38.6,303,374.5,17.7
17-03-2022,1789.1,0,45.2,68.7,34.8,277.1,333.9,13.7
17-03-2022,1482,0,30.5,90.8,32.9,259,308,12.3
17-03-2022,1348.5,0,25.4,88,32,241.4,285.3,12.3
17-03-2022,1361.9,0,27.1,61.5,30.3,228,268.9,11.9
18-03-2022,1415.3,0,31.5,38.6,29.6,216.6,255.2,11
18-03-2022,1602.2,0.3,41.1,20.9,32,214.5,254.7,12.5
18-03-2022,2109.5,9.2,54.2,10.6,42,227.3,275.9,18.8
18-03-2022,2483.4,22.1,62.4,24,53.4,239.6,293.1,23.8
18-03-2022,2323.2,16.8,64.4,62.2,58.7,238.2,287.7,24.6
18-03-2022,2136.2,8.8,57.6,135.9,59.6,247.9,293.8,24.6
18-03-2022,1815.8,3.7,40.8,240.3,62,259.4,298.9,22
18-03-2022,948,1.5,17.7,251.8,48.2,187,215.9,11.9
18-03-2022,834.5,1.2,15.3,251.8,42.9,176.8,205.2,10.5
18-03-2022,827.8,1.3,18,251.8,47.2,175.1,202.6,10.5
18-03-2022,1361.9,3.2,47.3,228.9,63.9,197.6,232.2,17
18-03-2022,2189.6,4.9,90.5,180.2,79.2,227.8,272.8,24.3
18-03-2022,2883.9,4.6,133,104.4,89.7,244.7,297.8,29.9
18-03-2022,4539.5,26.4,183.7,11.3,105.9,300.1,377.7,45.6
18-03-2022,6942.8,96.6,163.1,0,118.3,407.2,528.3,68.9
18-03-2022,8651.7,139.5,145.3,0,119.2,510.8,673.7,86.1
18-03-2022,8972.2,144.8,126.1,0,104,551.6,736.3,88.2
18-03-2022,8224.5,128.8,102.8,0,81.1,530.9,710.8,75
18-03-2022,6462.1,100.1,87.7,0,57.2,449.5,590.9,55.2
18-03-2022,3524.8,32.6,82.9,0,33.9,294.6,370.4,31.9
18-03-2022,2323.2,4.1,72.7,3.6,25.3,235.8,285.9,24.1
18-03-2022,1789.1,0.1,49.4,23.6,22.4,213.9,252.7,21
18-03-2022,1762.4,0,42.5,25.8,22.2,215.8,253.1,19.8
18-03-2022,1949.3,0.6,45.2,10.7,23.4,230.7,270.7,18.5
19-03-2022,2162.9,5.8,45.9,1.3,26.5,245.7,288,19.5
19-03-2022,2803.8,25.5,44.6,0,35.8,277.8,329.8,26.6
19-03-2022,4379.3,76,47.3,0.2,52,352.7,430.9,42.1
19-03-2022,5981.5,132.3,59.6,2.2,62,420.7,520.7,50.7
19-03-2022,2723.7,20.3,80.2,52.2,54.8,227.8,270.3,27.6
19-03-2022,2082.8,8.5,59,130.2,54.4,196.7,233.1,25.1
19-03-2022,1709,3.5,39.4,237.5,53.9,201.2,234.2,23.8
19-03-2022,814.4,1.1,12.7,226,29.3,142.2,164.8,11.9
19-03-2022,714.3,0.9,10.4,223.2,24.8,136.5,158.1,10
19-03-2022,741,1,12.2,234.6,28.1,143.3,165.7,10.4
19-03-2022,794.4,1,16.3,243.2,33.4,152.4,176.3,11.2
19-03-2022,907.9,1,24.3,240.3,41.5,160,185.6,12.4
19-03-2022,1081.5,0.6,37.7,217.4,53.4,164.6,192.1,14.3
19-03-2022,2403.3,0.1,90.5,145.9,75.3,209.3,254.7,25.6
19-03-2022,4112.2,0,138.5,80.1,93.5,291.8,363.4,38
19-03-2022,4592.9,0,141.2,64.4,106.8,351.9,435.4,39
19-03-2022,4112.2,0,119.3,65.8,111.6,370.6,455.4,35
19-03-2022,3898.6,0,111,50.1,101.1,379.7,466,34.5
19-03-2022,3738.4,0,109.7,30.8,78.2,357.2,435.9,31.4
19-03-2022,3097.5,0,94.6,21.8,49.1,284.1,342.7,24.3
19-03-2022,2536.8,0.1,71.3,17.3,32.9,225.8,270.7,22.3
19-03-2022,2162.9,0.2,53.5,14.3,26.2,200.1,239.1,21.5
19-03-2022,1949.3,0.4,45.2,9.8,24.1,191.9,228.1,21.5
19-03-2022,1735.7,0.7,38.4,7.8,21.7,184.6,217.1,21
20-03-2022,1535.4,0.5,33.9,12.3,19.3,175.5,204.3,21
20-03-2022,1321.8,0,31.5,44.7,21.5,160,186.1,21.3
20-03-2022,1762.4,1,52.1,33.6,31.5,179.7,214,26.4
20-03-2022,2216.3,9.6,63.1,32.9,40.5,200.6,241.8,29.6
20-03-2022,2269.7,11.1,59.6,72.2,45.8,209.2,252.3,28.6
20-03-2022,2136.2,6.5,51.4,153.1,50.5,223.8,267.2,27.1
20-03-2022,1842.5,2.9,36.7,266.1,53.9,239.2,280.7,24.3
20-03-2022,841.1,1.3,15.1,237.5,33.4,119,141.8,11.7
20-03-2022,634.2,1.2,12.9,223.2,27.4,81.5,101.7,8.9
20-03-2022,594.1,1.2,14.1,226,29.3,73.6,100.5,8.4
20-03-2022,948,2.5,31.2,217.4,42,88.9,129.4,12.9
20-03-2022,1602.2,3.6,59,203.1,58.2,121.8,175.2,19.3
20-03-2022,2269.7,2.8,87.1,174.5,69.6,157.6,219.5,23.8
20-03-2022,3150.9,0.4,112.4,128.8,83.9,235.2,312,31.2
20-03-2022,4272.5,0,128.9,82.3,101.1,370,473.8,43.1
20-03-2022,5127,0,133,53.6,107.8,492.3,618.2,51.2
20-03-2022,5607.6,1.8,131.6,15,97.3,532.7,673,56.7
20-03-2022,5874.6,20.1,109.7,0.1,87.7,527.7,673.4,59.3
20-03-2022,5607.6,36.2,85.7,0,73.4,489.5,626.5,51.2
20-03-2022,5020.1,42.9,71.3,0,59.6,439.2,560.3,39
20-03-2022,5020.1,51.9,64.4,0,64.9,441,560,40
20-03-2022,5180.4,59,62.4,0,78.2,466.4,592.3,47.1
20-03-2022,5180.4,58.1,64.4,0,93.5,490.3,627.4,54.7
20-03-2022,4806.5,49.6,63.1,0,85.8,477.9,610.8,51.2
21-03-2022,4379.3,44.3,58.3,0,69.6,449.8,569.6,42.6
21-03-2022,4592.9,58.1,54.8,0,64.9,448.6,565.8,43.6
21-03-2022,6355.3,113.6,59,0.2,83,536.3,680,60.8
21-03-2022,8331.3,169.9,82.3,2.8,96.3,623.9,790,67.9
21-03-2022,3231.1,18.3,106.9,83,117.3,314.5,382.6,26.9
21-03-2022,2964,10.1,90.5,174.5,129.7,325.3,393.8,27.6
21-03-2022,2777.1,4.5,65.1,314.7,131.6,382.2,454.8,27.6
21-03-2022,1068.1,1.7,23.7,291.8,99.2,186.8,229.9,11
21-03-2022,754.4,1.1,14.7,266.1,57.2,135.7,179.9,9
21-03-2022,640.9,1.1,13.2,226,39.1,107.9,152.9,8.7
21-03-2022,847.8,2.3,26.4,186,44.8,102.7,150.6,12.7
21-03-2022,1188.3,3.6,43.9,151.6,56.3,109.6,162.1,17
21-03-2022,1442,3.2,61.7,115.9,61,113.5,169,19.8
21-03-2022,1695.6,0.6,73.3,80.8,64.9,121.5,180.7,23.6
21-03-2022,1869.2,0,67.9,61.5,62.9,134,198.1,27.9
21-03-2022,1815.8,0,56.9,56.5,56.3,141.9,209.6,30.7
21-03-2022,1682.3,0,48.7,53.6,50.1,138.1,207.3,31.7
21-03-2022,1482,0,42.5,55.8,45.3,125.9,190.9,30.4
21-03-2022,1134.9,0,33.9,73,39.6,110,161.2,24.8
21-03-2022,827.8,0,25.4,84.4,35.8,98.7,131.7,20.5
21-03-2022,801.1,0,23.3,80.1,34.8,101.9,126,21.8
21-03-2022,827.8,0,22.6,75.1,33.4,105.7,126.3,22.8
21-03-2022,847.8,0,21.9,72.2,31,107.9,128.1,22.6
21-03-2022,867.8,0,21.9,71.5,29.8,108.2,129.9,21.8
22-03-2022,907.9,0,24,69.4,30.5,108.8,132.8,21.5
22-03-2022,1081.5,0,32.2,62.9,34.8,115.8,144.7,23.8
22-03-2022,1468.7,0.9,50,50.1,43.4,134.2,172.5,28.6
22-03-2022,1668.9,6.4,56.2,55.1,48.2,144,186.6,29.6
22-03-2022,1575.5,8.5,48.7,82.3,51,145.2,186.8,28.1
22-03-2022,1455.3,5.9,39.8,133,53.4,150.5,191,27.1
22-03-2022,1241.7,2.9,27.4,200.3,51,150.5,186.9,24.6
22-03-2022,640.9,1.1,9.7,183.1,23.4,86.7,114.4,12.8
22-03-2022,587.5,0.9,8.1,181.7,19.6,82.4,108.6,12
22-03-2022,580.8,0.9,8.2,186,19.8,85.2,110.7,12.3
22-03-2022,600.8,0.9,10.4,188.8,23.6,88.4,114.4,12.4
22-03-2022,667.6,1,15.8,186,30.3,92.5,120.5,12.9
22-03-2022,747.7,0.7,21.6,173.1,34.3,97.7,127.5,14.1
22-03-2022,1041.4,0.1,36,144.5,46.3,115.3,148.4,19.3
22-03-2022,1228.3,0,37.7,121.6,50.5,129.5,166.7,23.6
22-03-2022,1268.4,0,34.6,115.9,49.1,136.6,175,25.8
22-03-2022,1348.5,0,34.6,113,50.5,145.6,185.6,27.9
22-03-2022,1442,0,36.3,107.3,51.5,152.4,194.7,29.4
22-03-2022,1348.5,0,34.3,104.4,46.7,147.1,186.8,26.9
22-03-2022,1134.9,0,29.5,104.4,40.1,136.1,169.6,22.6
22-03-2022,1068.1,0,26.4,100.1,38.2,133.1,164.2,21.5
22-03-2022,1068.1,0,25.4,91.6,37.2,134.5,165.6,21.8
22-03-2022,1121.5,0,26.7,78.7,36.2,139.1,171.6,22.3
22-03-2022,1268.4,0,31.5,57.9,36.2,148.1,182.9,23.8
23-03-2022,1442,0,40.8,34.7,37.2,160.6,198.5,26.1
23-03-2022,1869.2,3.9,56.2,9.7,44.4,182.2,228.6,32.9
23-03-2022,2777.1,30.9,62.4,1,59.6,222.9,288.3,43.6
23-03-2022,3391.3,57.2,65.8,7.3,68.7,245,321.3,47.6
23-03-2022,3257.8,43.4,82.3,28.6,68.7,241.1,317.9,44.1
23-03-2022,3364.6,25,101.5,87.3,74.4,269.6,352,42.6
23-03-2022,3204.4,9.7,89.1,217.4,77.3,312.6,393.8,38.5
23-03-2022,988,1.8,19.9,234.6,46.7,140.1,179.6,19.5
23-03-2022,747.7,1.3,13.5,226,36.2,116.5,152,16.5
23-03-2022,680.9,1.2,13.2,214.6,32.9,104.2,138.5,15.1
23-03-2022,1014.7,2.6,31.5,191.7,44.8,112.2,152.4,18.5
23-03-2022,1548.8,3.7,58.3,160.2,59.1,130.2,179,23.1
23-03-2022,2002.7,3.1,85.7,113,67.7,140.6,195.8,26.1
23-03-2022,4112.2,27.1,154.9,13.6,100.1,223.3,310.3,44.6
23-03-2022,7370,110.9,152.2,0,152.6,392.7,532.3,77
23-03-2022,10467.5,180.6,145.3,0,204.1,598.6,789,116.5
23-03-2022,12390.1,209.2,148.1,0,232.7,747.9,974.2,145.9
23-03-2022,12283.3,198.5,154.9,0,204.1,765.9,986.6,116.5
23-03-2022,10467.5,150.2,168.6,0,154.5,653.8,816,70.9
23-03-2022,5874.6,42,159,0,112.5,403.5,487.7,32.9
23-03-2022,3952,7.9,116.5,0.5,76.3,303,365.1,26.1
23-03-2022,2697,0.9,73.3,6.7,44.8,218.3,272.6,26.9
23-03-2022,1815.8,0.2,50,12.7,28.6,151.5,199.9,26.9
23-03-2022,1268.4,0.2,38,12.7,25.3,113,150.7,23.6
24-03-2022,1001.4,0.2,32.6,15,26,84.5,112.4,22.6
24-03-2022,1014.7,0.9,38.4,11.8,31,70.8,98.8,25.8
24-03-2022,1442,9.6,50.7,5.5,42.4,79.4,121.4,31.4
24-03-2022,1922.6,30,54.8,15.2,52,93.3,152.7,35
24-03-2022,2162.9,34.4,64.4,31.5,60.1,105.5,180.7,36
24-03-2022,2056.1,21.5,69.9,73.7,65.8,117.6,202.9,34.5
24-03-2022,1628.9,8.7,54.8,155.9,66.8,124.4,212,29.4
24-03-2022,514,1.7,12.2,161.7,25.3,52.9,105.6,9.6
24-03-2022,403.9,1.2,8.4,158.8,17.6,42.5,86.6,7.5
24-03-2022,393.9,1.1,8.5,161.7,17.2,40,79.1,7.5
24-03-2022,427.3,1.3,11.1,163.1,20.3,38.6,74.3,7.7
24-03-2022,514,1.6,17.1,154.5,26.7,40.5,75.9,8.6
24-03-2022,607.5,1.2,24,138.8,30.5,47.5,86.1,10
24-03-2022,1215,0.4,54.8,93,46.3,72.7,123.5,19.3
24-03-2022,1815.8,0,72.7,50.8,55.8,101.7,168.6,29.4
24-03-2022,2136.2,0,77.5,31.8,61,123.9,203.4,36
24-03-2022,2563.5,1.1,87.7,12.9,71.5,155.1,249.2,43.1
24-03-2022,3097.5,10,90.5,0.7,79.2,191.5,304.5,48.6
24-03-2022,3097.5,15.2,85,0.1,70.6,199.7,318.1,44.1
24-03-2022,2777.1,14.2,78.8,0.1,54.8,193.2,304.7,33.9
24-03-2022,2830.5,16.5,73.3,0.1,49.1,208.4,318.5,29.6
24-03-2022,2990.7,20.3,68.6,0,48.2,229.3,343.1,28.9
24-03-2022,3150.9,26.2,61.7,0,49.1,243.5,361.3,31.9
24-03-2022,3150.9,31.7,52.1,0,48.2,246.7,361.2,36
25-03-2022,3150.9,38.9,45.2,0,46.7,245.1,353.4,38
25-03-2022,3791.8,64.4,43.2,0,55.8,277.5,392.3,44.1
25-03-2022,5821.2,134.1,45.2,0.3,80.1,382,527.1,61.3
25-03-2022,7690.4,202.1,61,2.4,97.3,466.7,633.1,69.9
25-03-2022,3685,43.8,94.6,39.3,83,266.9,353,46.1
25-03-2022,2937.3,14.3,84.3,130.2,85.8,252.9,326.3,38
25-03-2022,2189.6,5,52.8,246.1,83.9,244.4,304.5,30.7
25-03-2022,647.5,1.3,12.3,200.3,34.3,77.1,105.9,11.2
25-03-2022,500.7,1.1,8.7,177.4,20.5,58.8,84.7,8.9
25-03-2022,467.3,1,8.3,165.9,16.9,52.5,77.7,8.4
25-03-2022,487.3,1.3,10.7,155.9,18.4,50.2,76,8.9
25-03-2022,567.4,1.6,16.8,145.9,22.9,52.7,79.3,10.4
25-03-2022,647.5,1.2,23.7,133,25,54.7,81.6,11.9
25-03-2022,1068.1,0.4,47.3,100.1,38.6,72.1,104.8,18.8
25-03-2022,1388.6,0,54.8,73.7,45.8,89.4,128.7,25.1
25-03-2022,1428.6,0,48.7,65.8,43.4,93.9,135.5,27.6
25-03-2022,1428.6,0,45.9,63.7,42.9,96.7,139,29.4
25-03-2022,1468.7,0,45.9,61.5,45.8,101.4,144.7,30.9
25-03-2022,1348.5,0,43.5,60.8,43.4,97.4,138,28.9
25-03-2022,1094.8,0,36.7,62.2,36.2,86.1,119.7,24.1
25-03-2022,948,0,28.8,65.1,31,82.2,111.7,21.8
25-03-2022,921.3,0,26.1,64.4,29.8,83.7,112,21.3
25-03-2022,934.6,0,24.7,64.4,29.6,86.2,114.8,21
25-03-2022,948,0,24.7,62.9,28.9,89.3,118.9,20.8
26-03-2022,1028.1,0,27.4,55.8,29.1,95.4,126.3,21.8
26-03-2022,1268.4,0,38.4,39,32.9,108.8,144.4,25.8
26-03-2022,1815.8,4.1,57.6,16.5,41.5,134.9,181.7,33.4
26-03-2022,2082.8,15.2,59,27.9,46.3,151.1,202.7,35.5
26-03-2022,1655.6,8.4,47.3,87.3,47.7,144.2,187.7,30.2
26-03-2022,1428.6,4.8,33.9,147.3,45.3,147.8,188.3,27.9
26-03-2022,1201.6,2.2,21.4,214.6,41.5,145.8,181.8,25.1
26-03-2022,534.1,0.7,6.2,191.7,23.6,71.4,94.2,12.3
26-03-2022,467.3,0.6,5.2,180.2,18.1,60.9,81.2,11
26-03-2022,460.6,0.6,5.2,178.8,15.5,60.5,81,11.4
26-03-2022,480.7,0.7,7,174.5,16,62.3,84,12.2
26-03-2022,534.1,0.8,10.6,167.4,18.6,65.1,88,12.9
26-03-2022,587.5,0.6,15.1,158.8,20.7,68,91.8,13.8
26-03-2022,734.3,0.1,23,140.2,26.5,75.1,101.1,16.2
26-03-2022,847.8,0,25.4,123,30,82.5,110.5,19.3
26-03-2022,881.2,0,24.7,114.4,30,85.8,114.5,21
26-03-2022,934.6,0,25.4,105.9,30.5,88.9,118.5,22.6
26-03-2022,1001.4,0,26.7,95.8,30.5,93,124.3,23.8
26-03-2022,948,0,25.4,89.4,27.2,90.7,120.2,22.6
26-03-2022,801.1,0,21.1,87.3,22.2,83.8,109.9,19.8
26-03-2022,754.4,0,18.7,83.7,21.2,83.4,108.8,19.3
26-03-2022,767.7,0,18.2,78,21.9,85.9,111.5,19.8
26-03-2022,781.1,0,18.2,70.8,22.4,89,114.8,20.5
26-03-2022,794.4,0,19,63.7,22.7,90.7,117,21.3
27-03-2022,827.8,0,21.6,54.4,24.1,90.8,117.7,21.8
27-03-2022,974.7,0,30.2,40.4,28.6,94,124.4,24.3
27-03-2022,1295.1,2.9,43.9,23.6,36.7,104.6,143.5,28.6
27-03-2022,1495.4,12.9,45.2,30.8,41.5,107.8,152,29.4
27-03-2022,1335.1,12.2,41.1,58.7,45.3,100.1,144.8,26.6
27-03-2022,1201.6,7.8,36.7,101.6,49.1,97.1,141.5,24.8
27-03-2022,1028.1,4,28.8,167.4,51.5,101.9,144.7,22.3
27-03-2022,480.7,1.2,9.9,188.8,31,64.7,96.1,10.3
27-03-2022,400.5,0.9,7.9,188.8,25.8,56.7,87.4,7.8
27-03-2022,387.2,0.8,7.7,188.8,23.6,54,86.3,7.2
27-03-2022,534.1,1.6,15.6,186,31,60,95.7,9.6
27-03-2022,721,2.1,25.7,177.4,38.6,66.9,106.3,12.4
27-03-2022,881.2,1.8,36,153.1,42,68.4,109.6,14.4
27-03-2022,1642.2,0.7,72.7,87.3,53.9,93.1,145,22.6
27-03-2022,2670.3,0.1,102.8,25.8,70.6,140.2,212.8,34.5
27-03-2022,3231.1,2.5,102.8,5.5,79.2,175.6,264,41.5
27-03-2022,3738.4,13.2,93.2,0.5,87.7,213,316.8,47.6
27-03-2022,4325.9,29.5,86.4,0,94.4,255.2,374.4,52.2
27-03-2022,4272.5,34.9,82.3,0,84.9,257.1,374.9,48.1
27-03-2022,3631.6,30.4,76.1,0,67.7,222.6,323.2,40.5
27-03-2022,3311.2,30.4,68.6,0,66.8,213.6,310.4,45.1
27-03-2022,3204.4,31.3,65.1,0,69.6,218.2,320.8,52.7
27-03-2022,3150.9,33.1,63.1,0,82,221.2,330.8,67.9
27-03-2022,3204.4,36.7,62.4,0,98.2,227.1,332.6,86.1
28-03-2022,3177.6,37.1,65.8,0,105.9,225.5,319.8,90.2
28-03-2022,3578.2,47.4,75.4,0,122.1,241.9,338,95.3
28-03-2022,5607.6,107.3,91.9,1.1,173.6,342.5,473.1,128.7
28-03-2022,8224.5,184.2,131.6,6.6,223.2,478.7,650.8,160.1
28-03-2022,5874.6,72.4,181,45.8,169.8,368.3,497.4,83.1
28-03-2022,5928,28.4,208.4,171.7,167.9,443,572.2,63.8
28-03-2022,5554.2,8.6,156.3,434.9,158.3,556,678.2,48.1
28-03-2022,1054.8,2.4,29.1,263.2,64.9,114,164.9,13.9
28-03-2022,620.8,1.3,14.1,237.5,34.8,83.6,129.4,9.5
28-03-2022,514,1.1,12,214.6,26.9,71,115.7,9.1
28-03-2022,707.6,2.2,23.3,191.7,34.8,71.9,119.3,12.5
28-03-2022,1068.1,3.3,41.8,177.4,48.2,84.2,136.7,17
28-03-2022,1388.6,2.9,60.3,147.3,56.3,92.4,148.6,20.3
28-03-2022,2189.6,1,97.3,80.1,71.5,120.9,190.1,29.4
28-03-2022,3311.2,1.1,126.1,15.9,91.6,173.1,267,43.6
28-03-2022,3952,10.5,117.9,0.7,102,213.3,329.6,52.2
28-03-2022,4753.1,31.7,105.6,0,117.3,269.4,410.8,62.3
28-03-2022,5714.4,55.4,101.5,0,131.6,334.2,502.1,67.9
28-03-2022,5767.8,61.7,102.8,0,124,339.7,508.1,59.3
28-03-2022,4806.5,48.3,98.7,0,97.3,290.5,430.6,42.6
28-03-2022,3898.6,33.5,87.7,0,74.4,245.9,355.7,31.9
28-03-2022,3150.9,21.5,75.4,0.1,57.7,207.5,295.3,26.6
28-03-2022,2269.7,6.8,63.1,0.7,44.8,158.6,229.7,25.1
28-03-2022,2216.3,8.7,56.2,0.3,44.8,159,229.7,25.3
29-03-2022,2456.7,17.7,52.1,0,48.6,174.6,251.8,27.1
29-03-2022,3257.8,42.9,50.7,0,62.9,221,317.3,37
29-03-2022,5073.6,102.8,54.2,0.7,90.6,312,443.2,56.7
29-03-2022,6195.1,141.3,75.4,5.3,103,352.2,497.8,63.8
29-03-2022,3791.8,44.3,101.5,43.6,80.1,233.6,337.8,47.1
29-03-2022,3337.9,15.4,100.1,145.9,80.1,251.5,348.7,43.1
29-03-2022,2857.2,5.1,67.2,300.4,78.2,280.7,365.3,37.5
29-03-2022,627.5,1.5,14.4,197.4,32.4,75.4,132.4,10
29-03-2022,454,1.3,10.5,178.8,22.7,60.9,118.5,7.5
29-03-2022,417.2,1.2,9.9,173.1,21,55.1,110.1,6.9
29-03-2022,654.2,2.5,23,164.5,34.3,62.3,117,10.6
29-03-2022,1014.7,3.6,40.4,157.4,48.6,76,133.4,15.5
29-03-2022,1308.4,3.3,59,131.6,56.7,84.4,144.9,19
29-03-2022,2109.5,1.2,96,66.5,70.6,111,184.9,28.1
29-03-2022,3097.5,2.2,120.6,10.5,88.7,155.9,252.7,40.5
29-03-2022,3791.8,14.1,113.8,0.2,103,197.9,315.1,49.1
29-03-2022,5287.2,46.9,108.3,0,137.3,288.4,440.1,63.8
29-03-2022,7049.6,87.6,105.6,0,167.9,399.7,592.8,75
29-03-2022,7583.6,110,101.5,0,164,439.8,651.5,74
29-03-2022,6942.8,110.9,89.1,0,137.3,406.6,604.4,65.9
29-03-2022,5981.5,99.2,75.4,0,115.4,369.3,539.1,61.3
29-03-2022,5180.4,86.7,63.1,0,98.2,336.1,484,58.3
29-03-2022,4432.7,73.3,55.5,0,92.5,299.5,431.1,65.9
29-03-2022,4005.4,64.4,53.5,0,103,274.5,398.7,84.1
30-03-2022,3952,65.3,54.2,0,118.3,270.5,391.5,98.3
30-03-2022,4646.3,85.8,57.6,0,146.9,307.3,435.3,114.5
30-03-2022,6782.5,153.8,67.2,0.6,198.4,424.7,587.1,152
30-03-2022,9399.4,232.5,102.8,4,234.6,558.4,756.7,170.2
